Country Name,Country Code,Series,Series Code,1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Czech Republic,CZE,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.86843
Czech Republic,CZE,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.79584
Denmark,DNK,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Denmark,DNK,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,87.17709,..,..,..,..,88.27717,..,..,89.6973,90.22557,90.22417,91.25051,92.14779,92.32106,93.76413
Dominican Republic,DOM,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,86.81102,..,..,..,..,88.21015,..,..,89.37704,89.98501,90.08482,90.45813,91.3716,91.65071,93.7936
Early-demographic dividend,EAR,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,46.41999,46.80316,47.61392,48.67901,49.35194,50.36504,51.15336,52.1288,53.11909,54.03818,54.85033,57.73706,58.54562,59.41081,60.06456,60.74306,61.78869,62.74015,62.28862,63.28134,63.96849,65.16547,66.32051,68.29021,68.56239,69.188,69.82519,70.95276,71.78247,72.57503
Early-demographic dividend,EAR,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,66.04501,67.13061,67.68242,68.32789,68.57227,69.66971,70.46377,71.10017,71.71109,72.2622,72.79051,75.95449,76.38498,76.89027,77.12158,77.79832,78.81938,79.45902,79.48218,79.55316,79.95621,81.14233,81.78244,82.09656,81.96116,82.49482,82.85497,83.37991,83.98353,84.44522
East Asia & Pacific,EAS,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,66.34764,71.57933,72.50109,72.62211,74.06493,74.8012,75.51358,76.29125,77.06286,77.73399,84.95919,85.46979,85.95678,86.32552,86.96616,87.50513,88.07752,88.53345,89.04217,89.62113,91.0463,91.43772,91.93168,92.02303,91.84758,92.1663,92.30757,92.99639,93.2496,93.46089
East Asia & Pacific,EAS,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,85.33726,87.95521,88.34829,88.04427,89.05381,89.38069,89.64364,90.01884,90.38581,90.70603,93.61598,93.81708,94.03355,94.24778,94.46381,94.69509,94.90882,95.1638,95.41106,95.67495,96.23483,96.38621,96.54425,96.49984,96.27581,96.42973,96.50326,96.8127,97.00192,97.0746
East Asia & Pacific (excluding high income),EAP,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,64.51855,70.38581,71.38184,71.49831,73.07917,73.87197,74.64034,75.45854,76.27038,76.98711,85.07831,85.60803,86.08047,86.46487,87.12977,87.67263,88.23439,88.69574,89.19327,89.77971,91.33383,91.68749,92.18657,92.35001,92.226,92.52805,92.66499,93.26824,93.51087,93.71548
East Asia & Pacific (excluding high income),EAP,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,84.89184,87.78742,88.21101,87.85808,88.97097,89.31979,89.60522,89.99021,90.36879,90.70165,93.93876,94.15055,94.34195,94.56716,94.81281,95.02967,95.21478,95.43455,95.66898,95.92791,96.54078,96.6733,96.82635,96.84488,96.64958,96.78944,96.85599,97.0905,97.27631,97.34194
East Asia & Pacific (IDA & IBRD countries),TEA,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,64.02336,69.97147,70.98116,71.10037,72.70211,73.50732,74.28897,75.12055,75.94449,76.67408,84.87611,85.41325,85.89266,86.28343,86.95793,87.50932,88.08002,88.54863,89.05335,89.64807,91.22246,91.58068,92.08618,92.25179,92.12617,92.43217,92.57099,93.18203,93.42779,93.63511
East Asia & Pacific (IDA & IBRD countries),TEA,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,84.70767,87.63746,88.06554,87.70813,88.83383,89.18706,89.47664,89.86685,90.25016,90.58805,93.86488,94.07926,94.27313,94.50144,94.75024,94.9701,95.1579,95.38065,95.61805,95.88022,96.50032,96.63437,96.78917,96.8079,96.61027,96.75174,96.81907,97.05631,97.24427,97.31068
Ecuador,ECU,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,86.19333,..,..,..,..,..,..,..,..,..,..,89.69709,..,..,..,..,..,90.86557,91.12257,90.91755,90.47011,90.22082,90.95168,92.21808,93.25386,93.25662,93.31453
Ecuador,ECU,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,90.49677,..,..,..,..,..,..,..,..,..,..,92.32713,..,..,..,..,..,93.3892,93.74945,93.66378,93.31687,93.05252,93.25424,94.42573,95.25717,95.72622,95.44502
"Egypt, Arab Rep.",EGY,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,43.59531,..,..,..,..,..,..,..,..,56.12155,57.81191,..,..,..,63.51581,..,65.75666,62.70522,..,..,..
"Egypt, Arab Rep.",EGY,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,67.15178,..,..,..,..,..,..,..,..,77.91013,74.6218,..,..,..,80.26865,..,81.67922,81.69406,..,..,..
El Salvador,SLV,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,71.28053,..,..,..,..,..,..,..,..,..,..,..,..,..,81.00382,79.66213,81.3595,81.81795,82.30802,83.01564,..,84.67035,..,86.2171,86.32642
El Salvador,SLV,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,77.37241,..,..,..,..,..,..,..,..,..,..,..,..,..,86.69534,84.86407,87.05468,86.82521,87.0997,88.39165,..,89.23501,..,90.00994,90.29927
Equatorial Guinea,GNQ,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,81.623,..,..,..,..,..,..,..,..,..,90.67608,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,94.84261,..,..,..,..,..,..,..,..,..,97.184,..,..,..,..,..,..
Eritrea,ERI,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.22442,..,..,..,..,..,54.80107,..,..,..,..,..,..,..,..
Eritrea,ERI,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,65.39012,..,..,..,..,..,75.07241,..,..,..,..,..,..,..,..
Estonia,EST,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,99.60148,..,..,..,..,..,..,..,..,..,..,99.76006,..,..,..,..,..,..,..,..,..,..,99.90948,..,..,..,..,..
Estonia,EST,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,99.87598,..,..,..,..,..,..,..,..,..,..,99.77595,..,..,..,..,..,..,..,..,..,..,99.85898,..,..,..,..,..
Eswatini,SWZ,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,80.32875,..,..,..,..,..,..,..,..,..,82.44755,..,..,..,..,..,..
Eswatini,SWZ,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,83.15462,..,..,..,..,..,..,..,..,..,83.90015,..,..,..,..,..,..
Ethiopia,ETH,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,18.51498,..,..,..,..,..,..,..,..,..,22.8,17.9772,..,28.92164,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,35.98253,..,..,..,..,..,..,..,..,..,50,41.93662,..,49.13466,..,..,..,..,..,..,..,..,..
Euro area,EMU,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Euro area,EMU,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia,ECS,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,94.10576,94.30318,94.53799,94.71789,94.97334,95.13985,95.1773,95.31178,95.50958,95.63961,95.80755,95.82005,95.99309,96.04845,96.25769,96.57802,96.81936,97.25974,97.40974,97.50552,97.57137,97.63621,97.76799
Europe & Central Asia,ECS,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,97.3862,97.46138,97.5425,97.60996,97.63925,97.69729,97.78117,97.84101,97.99294,98.04696,98.10955,98.10737,98.23796,98.20297,98.33145,98.32095,98.40118,98.57864,98.63389,98.67688,98.70462,98.73575,98.78054
Europe & Central Asia (excluding high income),ECA,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,92.77129,92.9863,93.0756,93.27412,93.40657,93.58349,93.76451,93.94298,94.12558,94.40777,94.58338,95.12681,95.26725,95.27207,95.38018,95.50673,95.6181,95.84665,96.10994,96.05715,96.21069,96.2592,97.09454,97.54518,97.92852,98.1341,98.21027,98.25536,98.29776,98.48361
Europe & Central Asia (excluding high income),ECA,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,97.78068,97.8253,97.87844,97.98354,97.98284,98.03652,98.08655,98.13468,98.18368,98.25387,98.29255,98.38822,98.43357,98.67862,98.72526,98.76526,98.79655,98.85725,99.00904,98.9877,99.02287,99.02854,99.12099,99.28455,99.40028,99.45533,99.47311,99.49133,99.50511,99.55267
Europe & Central Asia (IDA & IBRD countries),TEC,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,93.38032,93.51678,93.61047,93.79637,93.92495,94.0914,94.25786,94.42408,94.59367,94.84451,95.0055,95.48189,95.58051,95.59467,95.69486,95.8122,95.91077,96.11144,96.34164,96.30186,96.43718,96.48774,97.25992,97.64746,97.9776,98.15653,98.22494,98.2668,98.30638,98.46863
Europe & Central Asia (IDA & IBRD countries),TEC,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,97.97983,97.99672,98.04547,98.1377,98.14076,98.1892,98.2343,98.27808,98.32257,98.38365,98.41842,98.50246,98.51881,98.72539,98.76524,98.79972,98.82547,98.87647,99.00448,98.98652,99.01643,99.02306,99.13451,99.27413,99.37327,99.42061,99.4365,99.45283,99.46546,99.50673
European Union,EUU,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
European Union,EUU,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,91.3909,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,94.46704,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fragile and conflict affected situations,FCS,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,44.0246,44.82147,45.36461,46.05611,47.30019,47.43922,47.98473,49.07819,50.10835,50.9176,51.92609,52.88327,53.7785,51.24387,52.10417,52.59308,53.09309,53.89101,54.30545,56.9935,51.84818,52.19349,51.45942,52.01875,51.82988,53.7737,54.18753,55.37128,54.29959,56.62915
Fragile and conflict affected situations,FCS,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,66.04008,66.67669,67.12446,67.61199,67.8451,68.50484,68.88997,69.61921,70.3456,70.79538,71.49198,72.27885,72.7097,70.61629,71.26016,71.65931,71.24713,72.56861,72.57034,72.43945,69.40509,69.15268,68.76653,68.77627,68.57445,70.49149,70.81895,71.63947,70.17278,72.17153
France,FRA,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
France,FRA,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,65.32631,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79.87897,..,..,..,..
Gabon,GAB,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,79.44418,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,84.8733,..,..,..,..
"Gambia, The",GMB,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,25.06155,..,..,..,..,..,..,..,..,..,..,..,..,33.57535,..,41.57702,..
"Gambia, The",GMB,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,48.98115,..,..,..,..,..,..,..,..,..,..,..,..,51.41804,..,61.76725,..
Georgia,GEO,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.55285,..,..,..,..,..,..,..,..,..,..,..,99.51458,..,..
Georgia,GEO,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.76898,..,..,..,..,..,..,..,..,..,..,..,99.66821,..,..
Germany,DEU,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,49.79196,..,..,..,..,..,..,..,..,..,65.29469,..,..,..,..,..,..
Ghana,GHA,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,66.35128,..,..,..,..,..,..,..,..,..,78.34891,..,..,..,..,..,..
Gibraltar,GIB,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Global Partnership for Education,FTI,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,41.26884,41.99438,42.62397,43.18406,43.8867,44.24795,44.80356,45.67294,46.35669,47.08114,47.93432,49.19526,50.02392,49.47104,50.3019,50.687,51.26835,52.26762,52.24597,54.15437,52.13296,53.44192,53.95472,54.6254,55.05845,55.86593,56.70157,57.64309,58.57495,60.0929
Global Partnership for Education,FTI,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,59.92376,60.73663,61.17705,61.55588,61.61875,62.77009,63.72589,64.30966,64.64089,65.06786,65.58484,66.73078,67.29634,66.85554,67.30784,68.17956,68.97185,70.09681,69.55394,70.09055,67.87657,69.6831,70.16517,70.45921,70.27021,71.11785,71.65422,72.1405,72.83853,74.01267
Greece,GRC,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,89.3533,..,..,..,..,..,..,..,..,..,94.23941,..,..,..,90.76541,..,91.81247,..,91.84761,..,96.50211,..,..,..,..,..
Greece,GRC,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,96.03746,..,..,..,..,..,..,..,..,..,97.81122,..,..,..,95.45006,..,96.15757,..,96.06622,..,98.28216,..,..,..,..,..
Greenland,GRL,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,98.6,..,..,..,..,..,..,..,..,..,98.6,..,..,..,..,..,..,..,..,..,98.6,..,..
Grenada,GRD,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,98.58,..,..,..,..,..,..,..,..,..,98.58,..,..,..,..,..,..,..,..,..,98.58,..,..
Guam,GUM,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,99.3085,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,99.41711,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,57.29266,..,..,..,..,..,..,..,63.34138,..,..,..,..,..,..,..,..,..,72.42804,72.12759,76.37066,..,..
Guatemala,GTM,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,71.70639,..,..,..,..,..,..,..,75.41558,..,..,..,..,..,..,..,..,..,84.84873,82.72068,86.75616,..,..
Guinea,GIN,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,9.74307,..,..,..,..,..,..,18.23868,..,..,..,..,..,..,12.19195,..,..,..,21.96225,..,..
Guinea,GIN,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,32.89534,..,..,..,..,..,..,42.90316,..,..,..,..,..,..,36.78979,..,..,..,43.64009,..,..
Guinea-Bissau,GNB,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,27.49421,..,..,..,..,..,..,..,..,..,..,..,..,..,30.76851,..,..
Guinea-Bissau,GNB,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,57.61375,..,..,..,..,..,..,..,..,..,..,..,..,..,62.15797,..,..
Guyana,GUY,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,87.25198,..,..,..,..,85.03461,..,..
Guyana,GUY,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82.43656,..,..,..,..,86.31438,..,..
Haiti,HTI,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,54.86147,..,..,44.59945,..,..,..,..,..,..,..,..,..,58.30052
Haiti,HTI,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63.09002,..,..,53.35505,..,..,..,..,..,..,..,..,..,65.27765
Heavily indebted poor countries (HIPC),HPC,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,32.73283,33.32223,33.84654,34.51392,34.84472,35.1808,35.63855,36.36895,36.56398,37.25013,38.24109,38.91469,39.70938,40.81595,41.66674,41.4334,42.32003,43.62429,43.18115,41.61853,43.44255,43.68367,43.84216,45.07196,47.4904,48.98246,50.05854,51.1032,51.8134,52.93761
Heavily indebted poor countries (HIPC),HPC,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,54.73461,54.98658,55.58102,56.0041,56.15798,56.47188,56.80819,57.34685,57.11574,57.41732,58.05485,58.76786,59.50125,60.10057,60.69556,62.01589,62.60173,64.2638,63.07158,61.44594,62.65586,62.82525,63.02967,63.45324,65.08139,66.07722,66.85882,67.51365,67.79438,68.27618
High income,HIC,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
High income,HIC,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Honduras,HND,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80.2236,..,..,..,..,..,83.45277,..,..,84.72503,84.93027,85.05148,85.28473,87.02599,87.8937,88.93486
Honduras,HND,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79.78523,..,..,..,..,..,83.74603,..,..,84.78901,85.34128,85.6962,85.66837,87.39595,87.92208,89.04894
"Hong Kong SAR, China",HKG,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Hungary,HUN,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.1,..,..
Hungary,HUN,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.16,..,..
IBRD only,IBD,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,61.83157,64.65037,65.40742,65.83945,66.80566,67.54127,68.18614,68.83762,69.52564,70.20695,74.32524,75.85756,76.3596,76.82773,77.33832,77.88536,78.66728,79.19002,79.08968,79.60077,80.66744,81.14277,81.73441,82.78354,83.3218,83.85037,84.05894,84.71096,84.89926,85.36821
IBRD only,IBD,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,79.24453,81.03318,81.4487,81.54143,82.15509,82.68958,83.08349,83.45822,83.85134,84.22009,85.976,87.5837,87.83124,88.12164,88.331,88.62242,89.17064,89.43422,89.59027,89.53082,90.29337,90.52515,90.74872,90.85815,91.08769,91.51686,91.63875,91.94648,91.97269,92.24054
